,Unnamed: 0,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date,method category,weight class category
130,130,Court McGee,Ramiz Brahimaj,welterweight,decision,3.0,300,37.0,29.0,20,10,9,3,71.0,70.0,75.5,72.0,41.5,39.0,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022",0,8
131,131,Brian Kelleher,Kevin Croom,featherweight,decision,3.0,300,35.0,34.0,23,12,21,13,66.0,71.0,66.0,73.5,38.0,39.0,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022",0,2
132,132,T.J. Brown,Charles Rosa,lightweight,decision,3.0,300,29.0,35.0,15,8,14,6,71.0,69.0,72.0,69.0,40.0,39.0,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022",0,6
133,133,Derrick Lewis,Chris Daukaus,heavyweight,ko,1.0,216,36.0,31.0,25,8,12,3,75.0,75.0,79.0,76.0,43.5,43.0,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",3,4
134,134,Belal Muhammad,Stephen Thompson,welterweight,decision,3.0,300,32.0,38.0,19,3,16,5,71.0,72.0,72.0,75.0,40.0,42.0,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",0,8
135,135,Amanda Lemos,Angela Hill,women's strawweight,decision,3.0,300,33.0,36.0,10,1,13,10,64.0,63.0,65.0,64.5,36.0,38.5,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",0,12
136,136,Ricky Simón,Raphael Assunção,bantamweight,ko,2.0,134,28.0,38.0,18,3,27,8,66.0,65.5,69.0,66.5,38.0,38.5,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",3,0
137,137,Mateusz Gamrot,Carlos Diego Ferreira,lightweight,tko,2.0,206,30.0,30.0,19,1,17,4,70.0,72.0,70.5,72.0,39.0,40.0,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",8,6
138,138,Gerald Meerschaert,Dustin Stoltzfus,middleweight,submission,3.0,178,33.0,29.0,33,14,13,3,73.0,72.0,77.5,75.0,40.0,43.5,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",7,7
139,139,Melissa Gatto,Sijara Eubanks,catchweight,tko,3.0,45,25.0,35.0,7,0,7,6,65.0,64.0,69.0,67.0,38.0,37.0,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",8,1
140,140,Charles Jourdain,Andre Ewell,featherweight,decision,3.0,300,25.0,33.0,11,4,17,8,69.0,71.0,69.0,76.0,39.0,40.5,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",0,2
141,141,Raquel Pennington,Macy Chiasson,catchweight,submission,2.0,187,32.0,29.0,12,8,7,1,67.0,71.0,67.5,72.0,37.0,42.0,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",7,1
142,142,Don'Tale Mayes,Josh Parisian,heavyweight,tko,3.0,206,29.0,31.0,8,4,14,4,78.0,76.0,81.0,79.0,44.0,43.0,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",8,4
143,143,Jordan Leavitt,Matt Sayles,lightweight,submission,2.0,125,25.0,27.0,8,1,8,3,69.0,67.0,71.0,68.5,39.0,38.0,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021",7,6
144,144,Julianna Peña,Amanda Nunes (c),women's bantamweight,submission,2.0,206,31.0,30.0,10,4,21,4,66.0,72.0,69.0,72.0,39.0,40.0,UFC 269,"December 11, 2021",7,9
145,145,Geoff Neal,Santiago Ponzinibbio,welterweight,decision,3.0,300,30.0,34.0,13,4,28,4,71.0,72.0,75.0,73.0,41.0,40.5,UFC 269,"December 11, 2021",0,8
146,146,Kai Kara-France,Cody Garbrandt,flyweight,tko,1.0,201,28.0,29.0,22,9,12,4,64.0,68.0,69.0,65.5,37.0,38.0,UFC 269,"December 11, 2021",8,3
147,147,Sean O'Malley,Raulian Paiva,bantamweight,tko,1.0,282,26.0,25.0,14,1,21,3,71.0,68.0,72.0,69.5,40.0,38.0,UFC 269,"December 11, 2021",8,0
148,148,Josh Emmett,Dan Ige,featherweight,decision,3.0,300,36.0,29.0,16,2,15,4,66.5,67.0,70.0,71.0,39.5,38.0,UFC 269,"December 11, 2021",0,2
149,149,Dominick Cruz,Pedro Munhoz,bantamweight,decision,3.0,300,36.0,34.0,23,3,19,6,68.0,66.0,68.0,64.5,37.0,36.5,UFC 269,"December 11, 2021",0,0
150,150,Tai Tuivasa,Augusto Sakai,heavyweight,ko,2.0,26,28.0,29.0,12,3,15,3,74.0,75.0,75.0,77.0,39.5,42.0,UFC 269,"December 11, 2021",3,4
151,151,Bruno Silva,Jordan Wright,middleweight,tko,1.0,88,31.0,29.0,21,6,12,1,64.0,74.0,65.0,77.0,35.0,41.0,UFC 269,"December 11, 2021",8,7
152,152,André Muniz,Eryk Anders,middleweight,submission,1.0,193,31.0,34.0,21,4,14,5,73.0,73.0,78.0,75.0,43.0,43.5,UFC 269,"December 11, 2021",7,7
153,153,Erin Blanchfield,Miranda Maverick,women's flyweight,decision,3.0,300,21.0,23.0,7,1,9,3,64.0,63.5,66.0,65.5,36.0,38.0,UFC 269,"December 11, 2021",0,11
154,154,Ryan Hall,Darrick Minner,featherweight,decision,3.0,300,36.0,30.0,8,2,26,12,70.0,67.0,70.5,69.5,42.0,39.0,UFC 269,"December 11, 2021",0,2
155,155,Tony Kelley,Randy Costa,bantamweight,tko,2.0,255,34.0,26.0,7,2,6,2,69.0,69.0,70.0,73.0,40.0,39.0,UFC 269,"December 11, 2021",8,0
156,156,Gillian Robertson,Priscila Cachoeira,catchweight,submission,1.0,299,25.0,32.0,9,6,10,3,65.0,67.0,63.0,65.0,35.5,37.0,UFC 269,"December 11, 2021",7,1
157,157,José Aldo,Rob Font,bantamweight,decision,5.0,300,34.0,33.0,30,7,19,4,67.0,68.0,70.0,71.5,40.0,38.5,UFC on ESPN: Font vs. Aldo,"December 4, 2021",0,0
158,158,Jamahal Hill,Jimmy Crute,light heavyweight,ko,1.0,48,29.0,25.0,8,1,12,2,76.0,74.0,79.0,74.0,43.5,43.0,UFC on ESPN: Font vs. Aldo,"December 4, 2021",3,5
159,159,Clay Guida,Leonardo Santos,lightweight,submission,2.0,81,39.0,41.0,36,21,18,4,67.0,72.0,70.0,75.0,38.0,42.0,UFC on ESPN: Font vs. Aldo,"December 4, 2021",7,6
160,160,Alex Morono,Mickey Gall,welterweight,decision,3.0,300,30.0,29.0,20,7,7,3,71.0,74.0,72.0,74.0,39.0,41.0,UFC on ESPN: Font vs. Aldo,"December 4, 2021",0,8
161,161,Duško Todorović,Maki Pitolo,middleweight,tko,1.0,274,27.0,30.0,10,2,13,8,73.0,70.0,74.0,72.0,41.0,39.0,UFC on ESPN: Font vs. Aldo,"December 4, 2021",8,7
162,162,Manel Kape,Zhalgas Zhumagulov,flyweight,tko,1.0,242,27.0,32.0,16,6,14,5,65.0,64.0,68.0,66.5,39.0,36.0,UFC on ESPN: Font vs. Aldo,"December 4, 2021",8,3
163,163,Cheyanne Vlismas,Mallory Martin,women's strawweight,decision,3.0,300,25.0,27.0,6,2,7,4,63.0,64.0,63.0,63.0,36.0,36.0,UFC on ESPN: Font vs. Aldo,"December 4, 2021",0,12
164,164,William Knight,Alonzo Menifield,light heavyweight,decision,3.0,300,33.0,33.0,10,2,11,2,70.0,72.0,73.0,76.0,40.0,41.0,UFC on ESPN: Font vs. Aldo,"December 4, 2021",0,5
165,165,Claudio Puelles,Chris Gruetzemacher,lightweight,submission,3.0,205,25.0,34.0,10,2,15,4,70.0,68.0,72.0,68.0,40.0,39.0,UFC on ESPN: Font vs. Aldo,"December 4, 2021",7,6
166,166,Vince Morales,Louis Smolka,bantamweight,ko,1.0,122,30.0,29.0,10,5,17,7,67.0,69.0,70.0,68.5,36.0,37.5,UFC on ESPN: Font vs. Aldo,"December 4, 2021",3,0
167,167,Ketlen Vieira,Miesha Tate,women's bantamweight,decision,5.0,300,29.0,34.0,11,2,19,7,68.0,66.0,68.0,65.0,39.5,37.5,UFC Fight Night: Vieira vs. Tate,"November 20, 2021",0,9
168,168,Sean Brady,Michael Chiesa,welterweight,decision,3.0,300,28.0,33.0,14,0,18,5,70.0,73.0,72.0,75.5,40.0,43.0,UFC Fight Night: Vieira vs. Tate,"November 20, 2021",0,8
169,169,Taila Santos,Joanne Wood,women's flyweight,submission,1.0,289,27.0,35.0,18,1,15,6,66.0,66.0,68.0,65.5,37.5,38.5,UFC Fight Night: Vieira vs. Tate,"November 20, 2021",7,11
170,170,Rani Yahya,Kang Kyung-ho,bantamweight,decision,3.0,300,36.0,30.0,27,10,17,8,66.0,72.0,67.0,72.0,37.5,40.0,UFC Fight Night: Vieira vs. Tate,"November 20, 2021",0,0
171,171,Adrian Yanez,Davey Grant,bantamweight,decision,3.0,300,27.0,35.0,14,3,13,5,67.0,68.0,70.0,69.0,38.0,40.0,UFC Fight Night: Vieira vs. Tate,"November 20, 2021",0,0
172,172,Lupita Godinez,Loma Lookboonmee,women's strawweight,decision,3.0,300,27.0,25.0,6,2,6,2,62.0,61.0,61.0,61.5,35.0,34.0,UFC Fight Night: Vieira vs. Tate,"November 20, 2021",0,12
173,173,Cody Durden,Aori Qileng,flyweight,decision,3.0,300,29.0,30.0,11,3,22,10,67.0,72.0,67.0,72.0,37.5,40.0,UFC Fight Night: Vieira vs. Tate,"November 20, 2021",0,3
174,174,Max Holloway,Yair Rodríguez,featherweight,decision,5.0,300,29.0,28.0,22,6,13,2,71.0,71.0,69.0,71.0,42.0,41.5,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021",0,2
175,175,Marcos Rogério de Lima,Ben Rothwell,heavyweight,tko,1.0,32,35.0,39.0,18,7,39,13,73.0,76.0,75.0,78.5,43.0,43.0,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021",8,4
176,176,Khaos Williams,Miguel Baeza,welterweight,tko,3.0,62,27.0,28.0,12,2,10,1,72.0,74.0,77.0,74.5,41.0,41.0,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021",8,8
177,177,Song Yadong,Julio Arce,bantamweight,tko,2.0,95,23.0,31.0,17,5,17,4,68.0,67.0,67.0,70.0,38.0,39.0,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021",8,0
178,178,Joel Álvarez,Thiago Moisés,catchweight,tko,1.0,181,28.0,25.0,18,2,15,5,74.0,69.0,77.0,70.5,42.0,39.0,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021",8,1
179,179,Andrea Lee,Cynthia Calvillo,women's flyweight,tko,2.0,300,32.0,33.0,12,5,9,3,66.0,64.0,69.5,64.0,37.0,37.0,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021",8,11
180,180,Cortney Casey,Liana Jojua,catchweight,decision,3.0,300,33.0,25.0,9,9,8,4,67.0,64.0,67.0,62.0,35.0,37.5,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021",0,1
181,181,Da Un Jung,Kennedy Nzechukwu,light heavyweight,ko,1.0,184,27.0,28.0,14,2,9,1,76.0,77.0,78.5,83.0,40.5,47.0,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021",3,5
182,182,Kamaru Usman (c),Colby Covington,welterweight,decision,5.0,300,29.0,33.0,19,1,16,2,71.0,71.0,72.0,72.0,40.0,41.0,UFC 268,"November 6, 2021",0,8
183,183,Rose Namajunas (c),Zhang Weili,women's strawweight,decision,5.0,300,29.0,31.0,10,4,21,2,71.0,64.0,72.0,63.0,40.0,36.0,UFC 268,"November 6, 2021",0,12
184,184,Marlon Vera,Frankie Edgar,bantamweight,ko,3.0,230,28.0,39.0,17,7,24,9,68.0,66.0,70.5,68.0,40.5,37.5,UFC 268,"November 6, 2021",3,0
185,185,Shane Burgos,Billy Quarantillo,featherweight,decision,3.0,300,29.0,32.0,13,3,16,3,71.0,70.0,75.5,70.0,40.0,38.0,UFC 268,"November 6, 2021",0,2
186,186,Justin Gaethje,Michael Chandler,lightweight,decision,3.0,300,32.0,35.0,22,3,22,6,71.0,68.0,70.0,71.5,40.0,37.5,UFC 268,"November 6, 2021",0,6
187,187,Bobby Green,Al Iaquinta,lightweight,tko,1.0,145,34.0,33.0,27,12,14,6,70.0,70.0,71.0,70.0,40.0,40.0,UFC 268,"November 6, 2021",8,6
188,188,Nassourdine Imavov,Edmen Shahbazyan,middleweight,tko,2.0,282,26.0,23.0,10,3,11,2,75.0,74.0,75.0,74.0,42.0,42.0,UFC 268,"November 6, 2021",8,7
189,189,Chris Barnett,Gian Villante,heavyweight,tko,2.0,143,34.0,35.0,21,7,17,13,69.0,75.0,75.0,76.0,39.0,43.5,UFC 268,"November 6, 2021",8,4
190,190,Glover Teixeira,Jan Błachowicz (c),light heavyweight,submission,2.0,182,41.0,30.0,32,7,28,8,74.0,72.0,76.0,72.0,42.5,40.0,UFC 267,"October 30, 2021",7,5
191,191,Petr Yan,Cory Sandhagen,bantamweight,decision,5.0,300,28.0,28.0,15,2,14,3,67.5,71.0,67.0,70.0,38.0,40.0,UFC 267,"October 30, 2021",0,0
192,192,Islam Makhachev,Dan Hooker,lightweight,submission,1.0,145,29.0,31.0,20,1,21,10,70.0,72.0,70.5,75.0,40.5,42.5,UFC 267,"October 30, 2021",7,6
193,193,Alexander Volkov,Marcin Tybura,heavyweight,decision,3.0,300,32.0,35.0,33,9,22,6,79.0,75.0,80.0,78.0,47.5,46.0,UFC 267,"October 30, 2021",0,4
194,194,Khamzat Chimaev,Li Jingliang,welterweight,submission,1.0,196,26.0,32.0,9,0,18,6,74.0,72.0,75.0,71.5,40.0,40.5,UFC 267,"October 30, 2021",7,8
195,195,Magomed Ankalaev,Volkan Oezdemir,light heavyweight,decision,3.0,300,28.0,31.0,15,1,17,5,75.0,74.0,75.0,75.0,46.0,40.5,UFC 267,"October 30, 2021",0,5
196,196,Amanda Ribas,Virna Jandiroba,women’s strawweight,decision,3.0,300,27.0,32.0,10,2,17,2,64.0,63.0,66.0,64.0,37.0,37.0,UFC 267,"October 30, 2021",0,16
197,197,Zubaira Tukhugov,Ricardo Ramos,featherweight,decision,3.0,300,30.0,25.0,19,5,15,3,68.0,69.0,68.0,72.0,38.5,40.0,UFC 267,"October 30, 2021",0,2
198,198,Michał Oleksiejczuk,Shamil Gamzatov,light heavyweight,tko,1.0,211,29.0,30.0,15,4,14,0,71.0,74.0,72.0,76.0,40.0,42.0,UFC 267,"October 30, 2021",8,5
199,199,Lerone Murphy,Makwan Amirkhani,featherweight,ko,2.0,14,29.0,32.0,10,0,16,6,69.0,70.0,73.5,72.0,39.0,41.0,UFC 267,"October 30, 2021",3,2
200,200,Andre Petroski,Hu Yaozong,middleweight,submission,3.0,286,29.0,25.0,6,1,3,2,72.0,75.0,73.0,72.0,39.0,44.0,UFC 267,"October 30, 2021",7,7
201,201,Marvin Vettori,Paulo Costa,light heavyweight,decision,5.0,300,27.0,30.0,17,5,13,1,72.0,73.0,74.0,72.0,41.0,39.5,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",0,5
202,202,Grant Dawson,Ricky Glenn,lightweight,draw,3.0,300,27.0,31.0,16,1,22,5,70.0,72.0,72.0,70.5,40.0,40.5,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",2,6
203,203,Jessica-Rose Clark,Joselyne Edwards,women's bantamweight,decision,3.0,300,33.0,25.0,10,6,10,3,65.0,68.0,64.5,70.0,39.0,39.0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",0,9
204,204,Alex Caceres,Seung Woo Choi,featherweight,submission,2.0,211,32.0,30.0,18,12,10,3,70.0,72.0,73.5,72.0,41.0,40.0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",7,2
205,205,Francisco Trinaldo,Dwight Grant,welterweight,decision,3.0,300,42.0,36.0,26,8,11,3,69.0,73.0,70.0,76.0,40.5,44.0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",0,8
206,206,Nicolae Negumereanu,Ike Villanueva,light heavyweight,tko,1.0,78,26.0,30.0,10,1,18,12,72.5,72.0,78.0,72.0,40.0,40.0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",8,5
207,207,Gregory Rodrigues,Jun Yong Park,middleweight,ko,2.0,193,29.0,30.0,10,3,13,4,75.0,70.0,75.0,73.0,43.0,39.0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",3,7
208,208,Jamie Pickett,Laureano Staropoli,middleweight,decision,3.0,300,32.0,28.0,11,6,9,4,74.0,73.0,82.0,71.5,45.0,40.5,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",0,7
209,209,Jai Herbert,Khama Worthy,lightweight,tko,1.0,167,33.0,34.0,10,3,16,8,73.0,71.0,77.0,74.0,41.0,41.0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",8,6
210,210,Randa Markos,Lívia Renata Souza,women's strawweight,decision,3.0,300,35.0,30.0,10,11,14,3,64.0,72.0,63.5,72.0,39.0,40.0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021",0,12
211,211,Norma Dumont,Aspen Ladd,women's featherweight,decision,5.0,300,30.0,26.0,6,1,9,1,67.0,66.0,67.0,66.0,38.5,38.5,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021",0,10
212,212,Andrei Arlovski,Carlos Felipe,heavyweight,decision,3.0,300,42.0,26.0,31,20,11,1,75.0,72.0,77.0,75.0,44.0,41.0,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021",0,4
213,213,Manon Fiorot,Mayra Bueno Silva,women's flyweight,decision,3.0,300,31.0,29.0,7,1,7,1,67.0,66.0,65.0,66.5,38.0,39.0,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021",0,11
214,214,Nate Landwehr,Ľudovít Klein,featherweight,submission,3.0,142,32.0,26.0,14,4,17,3,69.0,67.0,72.0,72.5,39.0,41.0,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021",7,2
215,215,Bruno Silva,Andrew Sanchez,middleweight,tko,3.0,155,31.0,32.0,20,6,12,6,64.0,73.0,65.0,74.0,35.0,41.5,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021",8,7
216,216,Danny Roberts,Ramazan Emeev,welterweight,decision,3.0,300,33.0,33.0,17,5,20,4,73.0,70.0,74.0,76.0,42.0,42.0,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021",0,8
217,217,Luana Carolina,Lupita Godinez,women's flyweight,decision,3.0,300,27.0,27.0,7,2,6,1,66.0,62.0,69.0,61.0,38.5,35.0,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021",0,11
218,218,Danaa Batgerel,Brandon Davis,bantamweight,tko,1.0,121,31.0,30.0,11,2,14,8,67.0,70.0,70.0,72.0,36.5,39.0,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021",8,0
219,219,Randy Brown,Jared Gooden,catchweight,decision,3.0,300,30.0,27.0,13,4,18,6,75.0,72.0,78.0,77.0,45.5,41.0,UFC Fight Night: Dern vs. Rodriguez,"October 9, 2021",0,1
220,220,Chris Gutiérrez,Felipe Colares,bantamweight,decision,3.0,300,29.0,27.0,16,4,10,2,69.0,68.0,67.0,69.5,39.0,39.0,UFC Fight Night: Dern vs. Rodriguez,"October 9, 2021",0,0
221,221,Alexander Romanov,Jared Vanderaa,heavyweight,tko,2.0,283,30.0,29.0,14,0,12,5,74.0,76.0,75.0,80.0,43.0,43.0,UFC Fight Night: Dern vs. Rodriguez,"October 9, 2021",8,4
222,222,Thiago Santos,Johnny Walker,light heavyweight,decision,5.0,300,37.0,28.0,21,9,18,5,74.0,78.0,76.0,82.0,42.5,44.5,UFC Fight Night: Santos vs. Walker,"October 2, 2021",0,5
223,223,Kevin Holland,Kyle Daukaus,middleweight,no contest,1.0,223,28.0,28.0,20,7,10,1,75.0,75.0,81.0,76.0,40.0,43.0,UFC Fight Night: Santos vs. Walker,"October 2, 2021",4,7
224,224,Niko Price,Alex Oliveira,welterweight,decision,3.0,300,31.0,33.0,14,5,22,10,72.0,71.0,76.0,76.5,42.5,43.0,UFC Fight Night: Santos vs. Walker,"October 2, 2021",0,8
225,225,Krzysztof Jotko,Misha Cirkunov,middleweight,decision,3.0,300,31.0,35.0,22,5,15,6,73.0,75.0,77.0,77.0,41.0,43.5,UFC Fight Night: Santos vs. Walker,"October 2, 2021",0,7
226,226,Jared Gordon,Joe Solecki,lightweight,decision,3.0,300,32.0,27.0,17,4,11,2,69.0,69.0,68.0,70.5,38.0,39.0,UFC Fight Night: Santos vs. Walker,"October 2, 2021",0,6
227,227,Karol Rosa,Bethe Correia,catchweight,decision,3.0,300,26.0,37.0,14,3,11,5,65.0,65.0,67.5,64.0,36.0,36.5,UFC Fight Night: Santos vs. Walker,"October 2, 2021",0,1
228,228,Jamie Mullarkey,Devonte Smith,lightweight,tko,2.0,171,26.0,27.0,13,4,11,2,72.0,69.0,74.0,76.0,39.0,41.0,UFC Fight Night: Santos vs. Walker,"October 2, 2021",8,6
229,229,Stephanie Egger,Shanna Young,women's bantamweight,tko,2.0,142,32.0,30.0,5,2,7,3,66.0,67.0,68.0,65.0,38.5,39.0,UFC Fight Night: Santos vs. Walker,"October 2, 2021",8,9
230,230,Alejandro Pérez,Johnny Eduardo,bantamweight,submission,2.0,253,31.0,42.0,21,8,28,12,66.0,67.0,67.0,71.0,36.5,38.5,UFC Fight Night: Santos vs. Walker,"October 2, 2021",7,0
231,231,Alexander Volkanovski (c),Brian Ortega,featherweight,decision,5.0,300,29.0,30.0,22,1,15,1,71.0,68.0,72.0,69.0,40.0,39.0,UFC 266,"September 25, 2021",0,2
232,232,Valentina Shevchenko (c),Lauren Murphy,women’s flyweight,tko,4.0,240,29.0,37.0,21,3,15,4,71.0,65.0,72.0,67.0,40.0,38.0,UFC 266,"September 25, 2021",8,15
233,233,Robbie Lawler,Nick Diaz,middleweight,tko,3.0,44,39.0,37.0,28,15,26,9,71.0,73.0,74.0,76.0,39.0,40.0,UFC 266,"September 25, 2021",8,7
234,234,Jéssica Andrade,Cynthia Calvillo,women’s flyweight,tko,1.0,294,29.0,33.0,21,9,9,2,61.5,64.0,62.0,64.0,35.0,37.0,UFC 266,"September 25, 2021",8,15
235,235,Merab Dvalishvili,Marlon Moraes,bantamweight,tko,2.0,265,30.0,32.0,13,4,23,8,66.0,66.0,68.0,67.0,38.0,37.0,UFC 266,"September 25, 2021",8,0
236,236,Dan Hooker,Nasrat Haqparast,lightweight,decision,3.0,300,31.0,25.0,20,10,13,3,72.0,70.0,75.0,72.0,42.5,41.0,UFC 266,"September 25, 2021",0,6
237,237,Chris Daukaus,Shamil Abdurakhimov,heavyweight,tko,2.0,83,31.0,39.0,11,3,20,5,75.0,75.0,76.0,76.0,43.0,41.5,UFC 266,"September 25, 2021",8,4
238,238,Taila Santos,Roxanne Modafferi,women's flyweight,decision,3.0,300,27.0,38.0,17,1,25,18,66.0,67.0,68.0,69.0,37.5,38.0,UFC 266,"September 25, 2021",0,11
239,239,Jalin Turner,Uroš Medić,lightweight,submission,1.0,241,25.0,28.0,10,5,7,0,75.0,73.0,77.0,71.0,46.0,43.0,UFC 266,"September 25, 2021",7,6
240,240,Jonathan Pearce,Omar Morales,featherweight,submission,2.0,211,28.0,35.0,10,4,11,1,72.0,71.0,71.0,73.0,40.0,42.0,UFC 266,"September 25, 2021",7,2
241,241,Anthony Smith,Ryan Spann,light heavyweight,submission,1.0,227,32.0,29.0,35,16,19,6,76.0,77.0,76.0,79.0,44.0,45.5,UFC Fight Night: Smith vs. Spann,"September 18, 2021",7,5
242,242,Ion Cuțelaba,Devin Clark,light heavyweight,decision,3.0,300,27.0,31.0,15,6,12,5,73.0,72.0,75.0,75.0,41.0,41.0,UFC Fight Night: Smith vs. Spann,"September 18, 2021",0,5
243,243,Arman Tsarukyan,Christos Giagos,lightweight,tko,1.0,129,24.0,31.0,16,2,19,8,67.0,70.0,72.5,71.5,39.5,40.0,UFC Fight Night: Smith vs. Spann,"September 18, 2021",8,6
244,244,Nate Maness,Tony Gravely,bantamweight,tko,2.0,130,29.0,29.0,13,1,21,6,70.0,65.0,72.0,69.0,40.0,38.0,UFC Fight Night: Smith vs. Spann,"September 18, 2021",8,0
245,245,Joaquin Buckley,Antônio Arroyo,middleweight,ko,3.0,146,26.0,31.0,12,4,9,4,70.0,75.0,76.0,73.5,40.0,41.0,UFC Fight Night: Smith vs. Spann,"September 18, 2021",3,7
246,246,Tafon Nchukwi,Mike Rodríguez,light heavyweight,decision,3.0,300,26.0,32.0,5,1,11,6,72.0,76.0,77.0,82.5,41.0,45.5,UFC Fight Night: Smith vs. Spann,"September 18, 2021",0,5
247,247,Raquel Pennington,Pannie Kianzad,women's bantamweight,decision,3.0,300,32.0,29.0,11,8,15,5,67.0,67.0,67.5,68.0,37.0,39.0,UFC Fight Night: Smith vs. Spann,"September 18, 2021",0,9
248,248,Carlston Harris,Impa Kasanganay,welterweight,tko,1.0,158,33.0,27.0,16,4,9,1,72.0,71.0,76.0,75.0,42.0,40.5,UFC Fight Night: Smith vs. Spann,"September 18, 2021",8,8
249,249,Gustavo Lopez,Alateng Heili,bantamweight,draw,3.0,300,31.0,30.0,11,6,14,7,65.0,72.0,67.0,72.0,36.0,40.0,UFC Fight Night: Smith vs. Spann,"September 18, 2021",2,0
250,250,Hannah Goldy,Emily Whitmire,women's flyweight,submission,1.0,257,28.0,29.0,5,2,4,4,64.0,65.0,61.0,63.5,36.0,38.0,UFC Fight Night: Smith vs. Spann,"September 18, 2021",7,11
251,251,Derek Brunson,Darren Till,middleweight,submission,3.0,133,37.0,28.0,22,7,18,3,73.0,72.0,77.0,74.5,43.0,42.0,UFC Fight Night: Brunson vs. Till,"September 4, 2021",7,7
252,252,Tom Aspinall,Sergey Spivak,heavyweight,tko,1.0,150,27.0,30.0,10,2,13,2,77.0,72.0,78.0,72.0,44.0,40.0,UFC Fight Night: Brunson vs. Till,"September 4, 2021",8,4
253,253,Alex Morono,David Zawada,welterweight,decision,3.0,300,30.0,30.0,19,7,17,6,71.0,72.0,72.0,75.0,39.0,41.5,UFC Fight Night: Brunson vs. Till,"September 4, 2021",0,8
254,254,Khalil Rountree Jr.,Modestas Bukauskas,light heavyweight,tko,2.0,150,31.0,27.0,8,5,11,4,73.0,75.0,76.5,78.0,44.0,42.0,UFC Fight Night: Brunson vs. Till,"September 4, 2021",8,5
255,255,Paddy Pimblett,Luigi Vendramini,lightweight,ko,1.0,265,26.0,25.0,16,3,9,2,70.0,68.0,73.0,73.0,40.0,38.0,UFC Fight Night: Brunson vs. Till,"September 4, 2021",3,6
256,256,Molly McCann,Ji Yeon Kim,women’s flyweight,decision,3.0,300,30.0,31.0,10,4,9,3,64.0,67.0,62.0,72.0,37.0,37.5,UFC Fight Night: Brunson vs. Till,"September 4, 2021",0,15
257,257,Julian Erosa,Charles Jourdain,catchweight,submission,3.0,176,31.0,25.0,25,9,11,3,73.0,69.0,74.5,69.0,41.0,39.0,UFC Fight Night: Brunson vs. Till,"September 4, 2021",7,1
258,258,Marc-André Barriault,Dalcha Lungiambula,middleweight,decision,3.0,300,31.0,33.0,12,4,11,2,73.0,68.0,74.0,76.0,42.5,40.0,UFC Fight Night: Brunson vs. Till,"September 4, 2021",0,7
259,259,Daniel Rodriguez,Kevin Lee,welterweight,decision,3.0,300,34.0,28.0,15,2,18,6,73.0,70.0,74.0,77.0,41.0,39.0,UFC on ESPN: Barboza vs. Chikadze,"August 28, 2021",0,8
260,260,Gerald Meerschaert,Makhmud Muradov,middleweight,submission,2.0,109,33.0,31.0,32,14,25,6,73.0,74.0,77.5,75.5,40.0,45.0,UFC on ESPN: Barboza vs. Chikadze,"August 28, 2021",7,7
